name,HG,HT,TR,CTH,BD,VH,CTQ,DQT,KS,CVN
214.jpg,1,0,0,1,0,0,0,0,0,0
215.jpg,1,0,0,1,0,0,0,0,0,0
216.jpg,1,0,1,0,0,0,0,0,0,0
217.jpg,1,0,0,1,0,0,0,0,0,0
218.jpg,1,0,0,1,0,0,0,0,0,0
219.jpg,1,0,0,1,0,0,0,0,0,0
220.jpg,1,0,0,1,0,0,0,0,0,0
221.jpg,1,0,0,1,0,0,0,0,0,0
222.jpg,1,0,0,1,0,0,0,0,0,0
223.jpg,0,1,0,0,0,1,0,0,0,0
224.jpg,1,0,0,1,0,0,0,0,0,0
225.jpg,1,0,0,0,0,1,0,0,0,0
226.jpg,1,0,0,0,0,1,0,0,0,0
227.jpg,1,0,0,0,0,1,0,0,0,0
228.jpg,1,0,0,0,0,1,0,0,0,0
229.jpg,1,0,0,1,0,0,0,0,0,0
230.jpg,1,0,0,1,0,0,0,0,0,0
231.jpg,1,0,0,1,0,0,0,0,0,0
232.jpg,1,0,0,1,0,0,0,0,0,0
233.jpg,1,0,0,1,0,0,0,0,0,0
234.jpg,1,0,0,1,0,0,0,0,0,0
235.jpg,1,0,0,1,0,0,0,0,0,0
236.jpg,0,1,0,0,0,0,1,0,0,0
237.jpg,0,1,0,0,0,0,0,0,1,0
238.jpg,0,1,0,0,0,0,1,0,0,0
239.jpg,0,1,0,0,0,0,1,0,0,0
240.jpg,0,1,0,0,0,0,1,0,0,0
241.jpg,0,1,0,0,0,0,1,0,0,0
242.jpg,0,1,0,0,0,0,1,0,0,0
243.jpg,0,1,0,0,0,0,1,0,0,0
244.jpg,0,1,0,0,0,0,1,0,0,0
245.jpg,0,1,0,0,0,0,1,0,0,0
246.jpg,0,1,0,0,0,0,1,0,0,0
247.jpg,0,1,0,0,0,0,1,0,0,0
248.jpg,0,1,0,0,0,0,1,0,0,0
249.jpg,0,1,0,0,0,1,0,0,1,0
250.jpg,0,1,0,0,0,0,1,0,0,0
251.jpg,0,1,0,0,0,0,1,0,0,0
252.jpg,0,1,0,0,0,0,1,0,0,0
253.jpg,0,1,0,0,0,0,1,0,0,0
254.jpg,0,1,0,0,0,0,1,0,0,0
255.jpg,0,1,0,0,0,0,1,0,0,0
256.jpg,0,1,0,0,0,0,1,0,0,0
257.jpg,0,1,0,0,0,0,1,0,0,0
258.jpg,0,1,0,0,0,0,1,0,0,0
259.jpg,0,1,0,0,0,0,1,0,0,0
260.jpg,0,1,0,0,0,0,1,0,0,0
261.jpg,0,1,0,0,0,1,0,0,1,0
262.jpg,0,1,0,0,0,0,1,0,0,0
263.jpg,0,1,0,0,0,0,1,0,0,0
264.jpg,0,1,0,0,0,0,1,0,0,0
265.jpg,0,1,0,0,0,0,0,0,1,0
266.jpg,0,1,0,0,0,0,0,0,1,1
267.jpg,0,1,0,0,0,0,0,0,1,0
268.jpg,0,1,0,0,0,0,0,0,1,1
269.jpg,0,1,0,0,0,0,0,0,1,1
270.jpg,0,1,0,0,0,0,0,0,1,0
271.jpg,0,1,0,0,0,0,0,0,1,1
272.jpg,0,1,0,0,0,0,0,0,1,1
273.jpg,0,1,0,0,0,1,0,0,1,0
274.jpg,0,1,0,0,0,0,0,0,1,1
275.jpg,0,1,0,0,0,0,0,0,1,1
276.jpg,0,1,0,0,0,0,0,0,1,1
277.jpg,0,1,0,0,0,0,0,0,1,0
278.jpg,0,1,0,0,0,0,0,0,1,0
279.jpg,0,1,0,0,0,0,0,0,0,1
280.jpg,0,1,0,0,0,0,0,0,0,1
281.jpg,0,1,0,0,0,0,0,0,0,1
282.jpg,0,1,0,0,0,0,0,0,0,1
283.jpg,0,1,0,0,0,0,0,0,0,1
284.jpg,0,1,0,0,0,0,0,0,0,1
285.jpg,0,1,0,0,0,0,0,0,0,1
286.jpg,0,1,0,0,0,0,0,0,0,1
287.jpg,0,1,0,0,0,0,0,0,0,1
288.jpg,0,1,0,0,0,0,0,0,0,1
289.jpg,0,1,0,0,0,0,0,0,0,1
290.jpg,0,1,0,0,0,0,1,0,0,0
291.jpg,0,1,0,0,0,0,1,0,1,0
292.jpg,0,1,0,0,0,0,0,0,0,1
293.jpg,0,1,0,0,0,0,0,0,0,1
294.jpg,0,1,0,0,0,0,0,0,0,1
295.jpg,0,1,0,0,0,0,0,0,0,1
296.jpg,0,1,0,0,0,0,0,0,0,1
297.jpg,0,1,0,0,0,0,0,0,0,1
298.jpg,0,1,0,0,0,0,1,0,1,0
299.jpg,0,1,0,0,0,0,1,0,0,0
300.jpg,0,1,0,0,0,0,1,0,0,0
301.jpg,0,1,0,0,0,0,1,0,0,0
302.jpg,0,1,0,0,0,0,0,0,1,0
303.jpg,0,1,0,0,0,0,0,0,1,0
304.jpg,0,1,0,0,0,0,0,0,1,0
305.jpg,0,1,0,0,0,0,0,1,0,0
306.jpg,0,1,0,0,0,0,0,1,0,0
307.jpg,0,1,0,0,0,0,0,1,0,0
308.jpg,0,1,0,0,0,0,0,1,0,0
309.jpg,0,1,0,0,0,0,0,1,0,0
310.jpg,0,1,0,0,0,0,0,1,0,0
311.jpg,0,1,0,0,0,0,0,0,1,0
312.jpg,0,1,0,0,0,0,0,0,1,0
313.jpg,0,1,0,0,0,0,0,0,1,0
314.jpg,0,1,0,0,0,0,0,0,1,0
315.jpg,0,1,0,0,0,0,0,0,1,0
316.jpg,0,1,0,0,0,0,0,0,1,0
317.jpg,0,1,0,0,0,0,0,0,1,0
318.jpg,0,1,0,0,0,0,0,0,1,0
319.jpg,0,1,0,0,0,0,0,1,0,0
320.jpg,0,1,0,0,0,0,0,0,1,0
321.jpg,0,1,0,0,0,0,0,0,1,0
322.jpg,0,1,0,0,0,0,0,0,1,0
323.jpg,0,1,0,0,0,0,0,0,1,0
324.jpg,0,1,0,0,0,0,0,0,1,0
325.jpg,0,1,0,0,0,0,0,1,0,0
326.jpg,0,1,0,0,0,0,0,0,1,0
327.jpg,0,1,0,0,0,0,0,0,1,0
328.jpg,0,1,0,0,0,0,0,0,1,0
329.jpg,0,1,0,0,0,0,0,0,1,0
330.jpg,0,1,0,0,0,0,0,0,1,0
331.jpg,0,1,0,0,0,0,0,0,1,0
332.jpg,0,1,0,0,0,0,0,0,1,0
333.jpg,0,1,0,0,0,0,0,0,1,0
334.jpg,0,1,0,0,0,0,0,0,1,0
335.jpg,0,1,0,0,0,0,0,0,1,0
336.jpg,0,1,0,0,0,0,1,0,0,0
337.jpg,0,1,0,0,0,0,0,0,1,0
338.jpg,0,1,0,0,0,0,0,0,1,0
339.jpg,0,1,0,0,0,0,0,0,1,0
340.jpg,0,1,0,0,0,0,0,0,1,0
341.jpg,0,1,0,0,0,0,0,0,1,0
342.jpg,0,1,0,0,0,0,0,0,1,0
343.jpg,0,1,0,0,0,0,0,0,1,0
344.jpg,0,1,0,0,0,0,0,0,1,0
345.jpg,0,1,0,0,0,0,0,0,1,0
346.jpg,0,1,0,0,0,0,1,0,0,0
347.jpg,0,1,0,0,0,0,0,0,1,0
348.jpg,0,1,0,0,0,0,0,0,1,0
349.jpg,0,1,0,0,0,0,0,0,1,0
350.jpg,0,1,0,0,0,0,0,0,1,0
351.jpg,0,1,0,0,0,0,0,0,1,0
352.jpg,0,1,0,0,0,0,0,0,1,0
353.jpg,0,1,0,0,0,0,0,1,0,0
354.jpg,0,1,0,0,0,0,0,1,0,0
355.jpg,0,1,0,0,0,0,0,1,0,0
356.jpg,0,1,0,0,0,0,0,0,0,1
357.jpg,0,1,0,0,0,0,0,0,0,1
358.jpg,0,1,0,0,0,0,0,0,0,1
